M,43,811,5.33
M,99,957,4.47
M,4,894,7.06
M,23,552,3.62
M,45,736,6.55
M,93,662,1.51
M,39,655,1.42
M,10,281,3.11
M,28,419,8.86
M,46,865,8.50
M,85,825,4.92
M,3,386,5.85
M,57,916,6.28
M,86,627,3.73
M,40,843,7.01
M,74,398,6.08
M,68,784,3.54
M,31,316,2.84
M,52,149,9.81
M,31,393,2.84
M,87,485,1.74
M,94,835,8.35
M,87,414,8.11
M,27,396,2.39
M,94,878,8.49
M,3,263,9.12
M,3,674,3.32
M,84,980,3.29
M,1,956,1.31
M,19,50,6.11
M,23,52,6.94
M,80,157,0.73
M,56,455,2.09
M,96,128,2.70
M,4,343,4.46
M,22,933,8.24
M,24,53,2.24
M,25,529,8.08
M,64,628,8.90
M,18,80,2.01
M,44,829,9.93
M,76,903,5.17
M,20,417,5.52
M,66,8,6.16
M,43,984,8.03
M,39,830,6.53
M,24,139,7.35
M,92,798,4.40
M,83,311,5.90
M,99,137,2.47
M,88,409,3.63
M,33,667,6.32
M,30,783,0.41
M,78,243,5.79
M,14,234,5.51
M,59,975,1.87
M,92,229,9.33
M,31,32,0.84
M,95,419,0.52
M,87,491,8.61
M,14,225,8.40
M,25,213,3.96
M,33,862,9.75
M,26,881,9.75
M,23,298,1.25
M,84,924,4.79
M,24,684,0.53
M,83,644,3.58
M,19,510,0.72
M,53,267,1.61
M,63,499,8.93
M,31,427,8.44
M,56,290,8.58
M,17,553,0.33
M,96,354,5.69
M,37,563,7.74
M,77,792,6.92
M,64,54,5.01
M,55,701,1.22
M,69,706,7.74
M,13,560,8.90
M,85,120,2.68
M,18,568,5.40
M,0,200,4.90
M,66,690,7.33
M,52,504,9.26
M,9,907,4.53
M,84,528,4.62
M,63,309,2.26
M,73,345,1.79
M,94,152,0.39
M,18,279,8.18
M,20,461,4.02
M,73,350,0.73
M,50,105,5.51
M,27,911,3.35
M,90,6,9.71
M,29,777,4.48
M,96,360,1.03
M,51,653,6.38
M,40,110,7.93
M,21,42,5.81
M,21,8,7.75
M,28,381,3.00
M,51,891,5.31
M,31,292,8.27
M,56,505,0.75
M,84,336,2.59
M,53,587,6.27
M,22,270,5.06
M,5,369,7.70
M,70,2,1.78
M,66,88,8.47
M,6,150,6.19
M,88,46,2.03
M,95,819,0.57
M,72,843,9.82
M,14,25,4.44
M,99,363,2.68
M,68,388,1.80
M,44,582,2.44
M,9,304,4.90
M,94,547,8.53
M,63,192,2.08
M,9,839,3.68
M,73,269,7.97
M,29,71,6.64
M,44,71,0.29
M,65,454,2.50
M,66,19,1.27
M,52,151,0.41
M,13,191,9.47
M,6,762,6.21
M,41,321,5.42
M,34,219,8.60
M,59,403,5.91
M,41,538,5.78
M,62,91,2.02
M,43,878,6.20
M,29,376,6.68
M,4,833,8.81
M,69,662,4.25
M,53,346,2.04
M,62,419,5.69
M,90,395,9.73
M,35,810,0.75
M,80,109,0.03
M,99,562,0.36
M,48,615,8.31
M,0,884,0.01
M,23,443,2.22
M,7,552,9.82
M,27,535,7.46
M,70,269,2.19
M,17,732,2.22
M,90,658,4.58
M,21,422,0.76
M,65,978,6.53
M,50,122,4.97
M,36,694,4.19
M,32,384,4.90
M,89,408,2.72
M,98,309,2.14
M,45,561,0.69
M,13,954,6.25
M,55,221,4.94
M,13,176,7.11
M,43,564,8.94
M,99,983,9.93
M,52,240,2.27
M,42,502,1.68
M,98,589,9.12
M,44,313,4.02
M,41,612,8.03
M,29,925,1.35
M,28,808,2.95
M,25,517,0.11
M,79,338,9.90
M,6,830,0.06
M,8,739,1.72
M,46,672,5.58
M,7,888,8.50
M,21,131,7.94
M,57,82,2.53
M,80,933,8.80
M,14,139,0.70
M,2,309,3.32
M,58,728,2.63
M,92,202,6.56
M,70,581,0.38
M,49,209,8.54
M,94,366,9.61
M,25,85,2.36
M,71,782,9.02
M,2,774,9.06
M,51,776,6.26
M,36,998,5.07
M,71,922,7.75
M,75,297,5.18
M,7,348,7.44
M,85,168,0.93
M,83,499,2.85
M,14,626,3.94
M,28,142,2.05
M,76,521,2.30
M,28,80,7.62
M,21,289,1.74
M,19,694,1.12
M,11,708,2.80
M,63,343,1.60
M,3,432,2.03
M,94,367,7.83
M,26,970,4.41
M,42,633,4.34
M,55,369,5.25
M,28,692,0.89
M,23,94,9.87
M,0,860,8.47
M,58,169,2.93
M,14,216,0.57
M,61,614,6.17
M,73,617,5.92
M,1,868,3.10
M,2,675,3.41
M,70,793,5.26
M,96,344,8.79
M,8,430,1.09
M,97,915,5.10
M,38,754,4.37
M,19,297,4.66
M,6,386,9.10
M,26,771,5.44
M,87,970,6.95
M,26,246,9.13
M,14,618,3.02
M,55,697,3.59
M,30,119,2.27
M,60,161,6.52
M,39,474,2.54
M,5,346,2.35
M,6,141,9.87
M,50,906,6.97
M,34,984,8.14
M,2,175,9.69
M,85,634,9.71
M,75,330,3.33
M,8,798,5.19
M,90,907,9.23
M,64,933,0.26
M,92,182,9.16
M,49,438,8.58
M,67,350,4.68
M,92,613,5.17
M,81,273,0.48
M,13,854,5.56
M,97,137,1.23
M,28,17,2.64
M,0,661,8.04
M,77,76,5.05
M,14,733,7.52
M,95,696,9.32
M,38,54,1.71
M,80,733,2.60
M,90,345,5.87
M,52,84,9.50
M,34,62,7.79
M,79,565,6.39
M,68,440,6.79
M,61,736,4.33
M,41,182,4.04
M,59,725,9.87
M,72,113,8.56
M,67,530,7.61
M,96,543,7.20
M,43,607,5.67
M,32,42,3.29
M,49,661,4.33
M,26,2,0.59
M,50,380,0.89
M,30,758,3.84
M,12,117,1.16
M,98,897,3.98
M,21,847,2.13
M,50,116,3.50
M,92,637,3.79
M,31,183,7.94
M,64,594,6.86
M,38,318,8.15
M,87,358,3.65
M,57,705,8.26
M,41,688,9.50
M,99,442,2.77
M,31,394,7.19
M,57,717,0.58
M,66,512,5.21
M,8,498,1.56
M,88,866,8.33
M,4,610,4.14
M,70,607,6.04
M,87,0,5.82
M,3,772,1.04
M,87,519,1.00
M,49,821,5.72
M,33,437,3.15
M,81,951,1.11
M,76,884,3.10
M,5,620,1.91
M,83,308,0.40
M,66,507,3.80
M,55,749,6.81
M,50,127,1.13
M,6,365,5.85
M,37,99,1.52
M,73,183,0.68
M,20,922,0.92
M,29,907,2.10
M,96,123,4.66
M,21,949,4.44
M,1,338,4.76
M,30,12,3.76
M,34,203,8.80
M,43,780,8.85
M,50,403,6.58
M,62,508,3.24
M,9,654,1.85
M,65,984,6.98
M,42,839,9.97
M,40,356,8.19
M,9,766,3.28
M,45,10,1.92
M,95,977,8.18
M,37,59,4.02
M,87,576,5.85
M,95,78,0.43
M,84,874,8.06
M,70,175,2.02
M,64,530,7.64
M,41,111,6.60
M,36,969,4.12
M,90,504,5.34
M,22,332,5.38
M,6,825,2.25
M,96,362,1.29
M,24,679,8.10
M,4,944,6.90
M,92,849,6.21
M,22,621,2.78
M,43,657,4.02
M,46,402,1.47
M,61,163,7.54
M,38,559,0.15
M,74,286,0.03
M,57,239,5.21
M,58,78,3.44
M,12,942,1.44
M,51,633,7.23
M,98,501,9.32
M,38,552,2.81
M,40,983,6.03
M,5,137,7.45
M,79,135,6.16
M,70,345,3.83
M,21,936,5.56
M,4,21,7.25
M,60,743,9.43
M,88,858,7.72
M,6,999,3.15
M,29,564,6.72
M,2,865,9.16
M,69,124,5.19
M,78,147,0.96
M,43,275,6.41
M,76,979,6.05
M,22,461,1.34
M,68,493,2.40
M,32,13,6.72
M,60,23,9.74
M,17,824,1.74
M,48,451,6.14
M,41,78,4.74
M,90,862,3.40
M,34,360,9.14
M,45,181,9.37
M,45,707,1.63
M,3,788,7.06
M,35,942,7.74
M,90,524,9.23
M,94,888,0.73
M,68,592,9.32
M,62,196,2.46
M,25,498,8.58
M,22,13,8.28
M,23,376,7.94
M,86,200,2.94
M,65,883,7.60
M,95,928,2.62
M,87,695,3.10
M,86,265,8.17
M,78,398,5.84
M,98,752,3.01
M,78,539,7.00
M,73,496,8.58
M,61,759,5.58
M,55,253,2.19
M,33,277,5.80
M,5,180,5.86
M,72,226,6.31
M,80,503,7.81
M,38,590,9.81
M,44,434,1.10
M,80,22,1.92
M,64,779,8.15
M,25,961,5.29
M,47,776,7.46
M,31,314,4.16
M,22,319,8.39
M,8,158,4.21
M,41,855,9.47
M,95,154,3.91
M,31,774,2.81
M,36,579,1.02
M,49,189,8.49
M,83,225,9.49
M,48,67,8.94
M,73,805,7.60
M,70,530,4.32
M,2,14,3.08
M,81,377,2.85
M,79,646,7.60
M,60,799,3.45
M,87,237,7.85
M,18,304,9.82
M,34,590,1.89
M,30,203,1.14
M,52,956,1.19
M,83,8,0.59
M,15,415,6.91
M,38,140,5.93
M,69,449,5.64
M,65,328,5.82
M,68,793,0.70
M,53,32,2.91
M,37,29,2.66
M,38,368,4.79
M,39,250,8.79
M,94,233,9.72
M,92,819,6.12
M,93,562,2.47
M,18,13,3.81
M,84,952,3.25
M,92,325,2.04
M,53,862,9.79
M,94,799,1.32
M,80,637,5.66
M,8,371,7.99
M,49,13,9.40
M,90,47,2.01
M,94,965,1.92
M,44,874,4.97
M,7,876,3.84
M,33,843,2.49
M,34,581,0.94
M,34,186,3.65
M,93,33,2.82
M,28,722,1.72
M,87,375,3.68
M,46,114,0.82
M,68,921,9.17
M,54,330,5.99
M,68,932,4.79
M,8,598,1.30
M,77,615,7.77
M,60,496,0.75
M,60,110,9.85
M,50,15,8.43
M,50,807,4.71
M,10,45,6.72
M,38,264,0.89
M,8,867,4.89
M,3,830,8.20
M,66,801,0.78
M,78,480,2.17
M,1,163,7.77
M,94,174,4.58
M,98,856,6.65
M,5,617,8.18
M,48,491,1.45
M,72,701,4.69
M,22,962,5.63
M,12,524,6.15
M,93,974,8.48
M,93,90,4.76
M,67,62,3.17
M,23,818,8.02
M,3,402,8.97
M,25,693,3.59
M,62,578,7.26
M,91,529,2.12
M,45,892,0.90
M,73,268,3.77
M,96,625,4.07
M,45,477,1.14
M,90,409,1.02
M,28,139,7.06
M,53,949,7.19
M,42,187,0.72
M,57,10,5.07
M,37,43,5.60
M,70,341,4.99
M,5,965,9.79
M,29,20,4.58
M,30,14,5.45
M,83,350,3.10
M,31,339,2.52
M,75,553,8.19
M,24,228,9.28
M,46,736,3.22
M,69,252,8.48
M,34,640,4.22
M,5,148,5.25
M,97,602,1.78
M,78,500,5.84
M,91,315,9.53
M,85,5,0.51
M,4,369,2.61
M,32,213,6.94
M,56,394,2.69
M,33,125,3.68
M,15,408,2.90
M,16,683,9.67
M,17,429,4.87
M,15,52,1.34
M,12,830,1.22
M,99,401,3.10
M,73,642,4.01
M,43,885,2.89
M,33,8,5.51
M,72,412,8.72
M,42,793,7.88
M,15,350,5.79
M,2,667,7.24
M,43,656,6.62
M,85,184,0.66
M,33,333,6.35
M,51,135,8.72
M,60,952,8.30
M,72,176,4.70
M,45,231,3.26
M,29,611,3.78
M,40,698,5.66
M,86,969,4.10
M,53,357,3.48
M,59,334,1.19
M,68,142,1.06
M,86,221,0.29
M,22,150,9.94
M,68,119,3.63
M,65,285,0.73
M,41,258,5.68
M,78,2,6.75
M,82,761,6.81
M,48,61,9.69
M,96,612,2.13
M,59,779,8.95
M,49,141,9.06
M,39,471,4.58
M,17,295,9.53
M,49,100,2.02
M,45,533,3.40
M,9,753,7.59
M,12,206,9.45
M,86,342,0.78
M,96,593,6.73
M,20,387,9.43
M,20,311,1.03
M,99,464,1.83
M,18,314,6.77
M,72,15,6.32
M,56,780,2.98
M,83,530,9.37
M,5,278,3.87
M,10,968,3.41
M,49,976,8.41
M,42,158,5.62
M,52,528,4.42
M,37,501,5.45
M,37,275,7.17
M,55,118,0.83
M,93,410,3.34
M,41,409,8.61
M,12,782,7.33
M,51,708,0.74
M,6,859,4.60
M,26,702,3.08
M,47,172,7.93
M,30,913,1.44
M,11,744,1.45
M,35,137,7.42
M,33,755,9.87
M,78,197,3.90
M,93,80,8.63
M,33,925,3.98
M,92,821,6.57
M,83,674,4.87
M,77,466,7.43
M,57,742,0.57
M,68,545,5.50
M,60,614,9.98
M,21,310,7.52
M,29,21,2.30
M,84,951,3.06
M,63,118,6.89
M,42,550,1.49
M,24,144,0.07
M,50,521,7.73
M,61,91,5.99
M,65,426,6.73
M,15,73,0.22
M,80,21,3.79
M,58,673,5.32
M,0,96,6.98
M,36,357,8.45
M,64,304,2.87
M,71,105,9.07
M,66,857,6.72
M,75,61,3.99
M,96,311,6.62
M,57,774,6.61
M,21,12,2.14
M,48,744,0.06
M,37,370,1.23
M,90,162,9.55
M,52,254,8.58
M,62,335,1.72
M,55,6,6.59
M,83,433,9.16
M,32,648,9.16
M,91,376,5.64
M,94,501,7.23
M,97,647,3.94
M,72,342,0.72
M,50,40,5.29
M,71,870,3.18
M,72,817,4.07
M,96,709,1.74
M,67,43,7.35
M,45,563,9.48
M,17,459,7.01
M,68,463,4.92
M,89,908,4.19
M,73,50,5.51
M,90,359,6.51
M,1,105,1.27
M,29,559,7.91
M,14,110,0.05
M,27,801,8.45
M,38,400,5.02
M,75,695,4.35
M,86,87,1.21
M,18,607,5.84
M,31,554,0.89
M,40,953,8.66
M,12,192,3.02
M,81,944,1.73
M,46,410,2.51
M,89,37,5.33
M,91,900,5.60
M,16,581,3.38
M,6,225,7.88
M,19,179,3.78
M,34,966,4.38
M,69,85,1.30
M,73,881,1.36
M,94,457,1.01
M,38,738,1.47
M,60,154,9.00
M,11,83,6.85
M,11,641,6.72
M,60,96,1.46
M,56,8,5.19
M,19,574,4.89
M,11,400,2.88
M,77,211,2.70
M,74,855,7.62
M,53,221,2.98
M,29,660,5.92
M,68,114,9.19
M,81,659,5.14
M,37,372,6.04
M,75,723,8.75
M,42,831,7.21
M,82,202,0.13
M,87,123,1.45
M,69,298,2.69
M,88,787,4.30
M,17,694,2.76
M,99,108,4.61
M,39,227,7.84
M,14,14,9.73
M,52,309,6.29
M,34,568,8.70
M,35,389,3.44
M,0,322,1.37
M,44,688,8.33
M,91,456,7.72
M,19,720,2.36
M,47,806,5.39
M,27,204,9.94
M,95,118,9.72
M,24,46,4.52
M,5,295,2.84
M,60,125,2.94
M,42,389,8.78
M,5,696,6.69
M,73,5,5.99
M,65,848,2.68
M,43,517,4.06
M,36,743,5.58
M,84,868,5.21
M,38,362,0.53
M,82,502,4.87
M,48,77,6.11
M,19,451,7.88
M,11,999,1.29
M,81,733,8.25
M,93,608,0.93
M,78,761,4.99
M,43,798,0.85
M,23,863,8.17
M,17,985,4.64
M,29,769,6.21
M,61,179,4.99
M,45,648,4.61
M,86,282,1.83
M,30,167,9.43
M,2,677,7.29
M,81,815,5.67
M,42,27,2.06
M,39,918,4.00
M,76,512,3.42
M,17,108,7.56
M,13,134,1.93
M,45,46,6.67
M,30,248,9.03
M,77,514,8.38
M,76,604,3.39
M,87,98,1.52
M,6,770,3.63
M,95,805,3.94
M,61,727,5.37
M,6,971,0.45
M,69,535,5.11
M,26,156,6.05
M,22,984,9.42
M,61,388,7.25
M,47,245,0.28
M,3,782,1.75
M,24,445,4.75
M,28,9,9.76
M,72,305,6.01
M,74,21,8.44
M,7,634,1.04
M,66,154,4.37
M,87,212,0.22
M,91,687,2.48
M,30,641,8.11
M,30,426,6.22
M,59,484,2.82
M,85,82,8.42
M,44,565,7.35
M,37,361,5.02
M,17,739,0.44
M,97,560,9.06
M,36,256,6.69
M,75,599,8.13
M,99,630,9.36
M,12,565,1.38
M,13,684,7.53
M,63,242,1.55
M,19,604,5.16
M,42,530,7.27
M,30,921,5.20
M,60,626,4.73
M,13,240,2.83
M,42,120,7.68
M,83,497,0.89
M,14,768,2.32
M,94,153,0.45
M,96,737,1.77
M,78,501,4.08
M,84,944,0.30
M,14,1,2.27
M,99,608,0.41
M,80,597,8.76
M,99,621,8.90
M,33,766,6.99
M,78,373,5.95
M,29,67,7.96
M,4,59,2.81
M,66,659,7.42
M,29,145,3.30
M,85,655,4.43
M,35,73,9.80
M,67,884,8.46
M,23,382,4.19
M,74,581,9.05
M,50,895,0.97
M,62,41,9.03
M,39,385,8.89
M,9,695,6.47
M,88,338,3.25
M,21,386,8.22
M,87,965,2.72
M,18,106,1.42
M,57,383,5.51
M,5,425,1.29
M,7,328,3.57
M,80,567,5.80
M,68,403,2.08
M,86,323,4.14
M,73,177,3.08
M,21,611,1.54
M,72,179,6.34
M,4,643,6.00
M,95,695,5.59
M,82,855,9.31
M,84,149,9.27
M,6,346,5.72
M,94,94,7.39
M,71,320,8.05
M,69,51,1.10
M,9,706,8.45
M,17,113,0.05
M,90,429,0.02
M,76,799,3.10
M,6,601,7.93
M,9,677,9.21
M,42,439,3.99
M,17,440,6.31
M,12,624,4.73
M,84,277,2.80
M,59,216,8.68
M,75,313,5.87
M,60,828,6.89
M,43,133,6.17
M,14,506,0.84
M,23,348,8.30
M,37,158,0.38
M,48,853,6.91
M,29,567,1.41
M,22,599,5.47
M,3,338,1.27
M,37,198,9.69
M,17,215,4.32
M,95,911,7.93
M,10,280,7.97
M,20,302,1.21
M,1,652,5.66
M,61,222,9.99
M,15,371,3.82
M,34,440,0.96
M,93,555,7.64
M,38,343,5.94
M,50,89,7.14
M,6,525,5.32
M,99,846,2.69
M,52,288,4.68
M,94,485,5.86
M,76,739,2.38
M,66,455,8.54
M,37,870,4.11
M,47,111,7.15
M,9,868,9.44
M,43,724,4.16
M,24,277,4.61
M,92,180,1.84
M,26,856,3.76
M,66,908,5.29
M,56,193,2.30
M,32,328,0.26
M,32,893,2.58
M,33,313,6.83
M,40,689,8.58
M,12,326,1.31
M,76,410,6.72
M,83,167,3.40
M,30,411,3.01
M,18,783,4.33
M,69,721,8.71
M,51,41,5.81
M,62,23,6.41
M,10,510,1.14
M,53,180,1.21
M,64,721,5.02
M,24,490,7.18
M,23,803,1.96
M,35,241,5.48
M,55,985,9.16
M,44,317,5.13
M,33,249,4.81
M,89,739,5.85
M,58,434,6.92
M,41,359,3.02
M,73,113,3.35
M,97,27,1.57
M,13,241,9.49
M,43,690,0.48
M,78,529,4.61
M,8,104,6.84
M,55,895,7.11
M,63,904,6.26
M,16,73,3.41
M,45,45,0.77
M,15,549,9.32
M,4,115,1.90
M,49,308,9.09
M,38,594,2.25
M,21,255,0.71
M,81,199,0.84
M,21,647,3.58
M,27,782,1.52
M,7,979,4.82
M,99,476,4.54
M,35,776,8.36
M,35,240,6.96
M,51,962,6.98
M,13,849,5.91
M,19,333,0.47
M,32,187,7.47
M,80,721,3.59
M,43,637,8.36
M,27,485,2.47
M,8,963,6.70
M,97,744,6.04
M,98,565,1.12
M,60,962,1.36
M,11,822,10.00
M,19,820,3.36
M,17,304,4.07
M,43,68,8.55
M,53,98,6.31
M,17,462,6.79
M,3,484,6.36
M,54,628,3.23
M,13,398,8.29
M,64,917,0.34
M,4,988,3.67
M,99,229,9.55
M,5,826,3.79
M,14,840,0.17
M,26,283,1.92
M,14,769,9.44
M,52,616,8.49
M,91,589,1.95
M,74,202,9.77
M,17,740,1.59
M,29,161,9.92
M,47,429,8.45
M,75,562,9.13
M,13,63,1.40
M,91,293,3.02
M,26,195,7.02
M,61,118,5.05
M,53,474,2.92
M,54,294,6.95
M,26,679,7.80
M,25,369,2.85
M,25,738,0.86
M,1,72,5.74
M,72,201,3.97
M,38,820,8.78
M,79,814,0.45
M,57,426,6.38
M,55,414,0.47
M,50,592,1.13
M,46,703,3.69
M,48,416,2.29
M,90,887,1.62
M,52,740,7.93
M,78,310,2.32
M,94,587,3.65
M,35,490,9.08
M,32,960,7.86
M,22,788,5.24
M,7,903,0.94
M,68,577,9.45
M,38,551,7.09
M,90,916,0.35
M,36,73,9.49
M,25,259,0.72
M,13,294,6.03
M,54,918,3.94
M,27,528,9.81
M,97,629,9.23
M,69,678,5.99
M,10,349,7.01
M,49,15,8.22
M,3,283,8.20
M,11,500,5.99
M,64,196,2.52
M,80,658,3.13
M,82,665,6.66
M,15,730,6.88
M,25,690,3.71
M,16,460,8.88
M,88,7,4.00
M,28,617,6.98
M,75,629,2.09
M,8,383,3.53
M,63,835,5.46
M,10,861,0.38
M,37,652,0.42
M,42,98,2.70
M,63,880,8.28
M,98,160,2.17
M,92,972,8.86
M,3,575,7.16
M,67,819,6.89
M,80,369,6.74
M,73,827,9.76
M,4,895,6.34
M,19,692,6.49
M,7,415,4.53
M,5,564,8.72
M,55,721,0.57
M,9,314,3.44
M,67,579,2.87
M,37,733,3.98
M,20,464,4.80
M,29,538,9.56
M,22,689,9.24
M,12,22,6.11
M,39,525,0.20
M,95,956,5.56
M,31,48,0.68
M,50,930,3.60
M,73,137,3.04
M,95,982,6.48
M,79,371,0.18
M,11,967,7.89
M,87,578,8.26
M,24,195,0.32
M,77,532,0.82
M,33,623,9.21
M,60,369,6.16
M,22,221,9.60
M,9,757,4.58
M,66,129,1.91
M,66,181,3.70
M,80,354,9.29
M,52,958,1.15
M,95,432,8.92
M,83,632,5.30
M,34,303,0.70
M,59,716,4.00
M,35,659,2.43
M,66,31,5.75
M,33,682,1.52
M,65,431,9.41
M,66,689,2.11
M,93,522,6.33
M,11,250,8.31
M,48,975,5.96
M,28,461,6.56
M,83,391,4.09
M,44,777,1.02
M,7,753,1.31
M,45,98,7.02
M,48,395,7.97
M,34,249,8.42
M,1,286,3.63
M,24,191,9.69
M,93,474,6.42
M,81,109,1.54
M,69,127,0.67
M,12,890,5.45
M,11,728,7.41
M,6,502,0.18
M,95,809,0.23
M,35,158,5.78
M,35,201,9.90
M,95,583,7.38
M,25,549,1.52
M,98,586,0.87
M,35,814,8.14
M,18,690,8.10
M,57,457,4.57
M,45,451,0.36
M,10,987,7.66
M,60,348,4.12
M,71,880,8.16
M,75,374,1.44
M,49,382,4.63
M,8,193,5.26
M,81,48,3.70
M,45,659,9.90
M,11,938,7.63
M,79,894,8.30
M,39,763,2.41
M,83,959,3.85
M,91,380,1.11
M,41,531,9.98
M,26,897,2.58
M,25,453,1.01
M,36,24,2.05
M,40,719,5.72
M,37,729,3.36
M,38,918,1.64
M,86,651,4.68
M,19,492,6.70
M,74,15,6.65
M,92,623,0.15
M,34,411,7.55
M,1,929,2.41
M,20,86,9.22
M,95,171,1.38
M,71,973,3.99
M,89,347,3.12
M,43,414,4.91
M,75,677,3.14
M,34,585,7.71
M,41,464,3.82
M,0,696,3.50
M,96,317,9.71
M,23,250,4.03
M,37,605,1.30
M,54,416,2.68
M,1,874,7.23
M,13,589,2.62
M,70,752,6.80
M,19,566,9.15
M,14,738,3.74
M,40,55,1.93
M,69,304,7.17
M,73,742,4.38
M,99,824,0.46
M,76,897,5.78
M,5,995,5.80
M,58,748,6.82
M,75,715,7.35
M,41,357,6.46
M,26,324,3.38
M,47,858,8.35
M,54,631,9.35
M,6,135,3.02
M,17,756,2.82
M,43,932,5.13
M,63,180,9.86
M,24,677,1.63
M,65,158,4.95
M,4,68,1.94
M,54,903,4.10
M,30,511,3.79
M,89,651,5.71
M,45,701,0.35
M,93,92,8.07
M,12,867,7.09
M,15,229,10.00
M,74,301,2.56
M,8,870,8.68
M,18,444,6.10
M,23,198,2.31
M,84,255,2.96
M,41,655,0.20
M,1,607,3.44
M,74,404,8.99
M,40,487,0.75
M,88,541,9.28
M,38,877,3.80
M,65,712,7.41
M,11,781,6.59
M,17,687,6.72
M,65,950,5.48
M,95,217,4.64
M,7,653,9.28
M,24,125,6.80
M,51,213,6.15
M,70,657,4.18
M,99,221,2.25
M,47,17,0.02
M,81,773,9.81
M,61,899,7.56
M,43,339,9.94
M,25,999,7.70
M,68,437,0.46
M,41,225,4.44
M,56,19,1.17
M,0,60,8.01
M,68,992,1.86
M,99,426,6.58
M,73,219,6.59
M,24,547,6.39
M,26,871,8.78
M,21,787,7.26
M,33,658,3.27
M,53,97,3.15
M,70,386,0.22
M,76,776,9.08
M,33,687,1.03
M,73,510,4.79
M,40,178,5.09
M,2,190,4.48
M,94,244,5.74
M,51,314,7.29
M,65,153,1.96
M,42,953,0.74
M,22,663,8.57
M,45,699,4.95
M,28,881,1.27
M,83,64,6.72
M,71,876,2.23
M,21,475,0.82
M,95,570,2.83
M,16,34,2.97
M,39,288,8.68
M,47,502,3.07
M,53,438,7.80
M,34,295,5.77
M,89,532,0.95
M,62,756,1.56
M,1,523,0.80
M,44,146,4.01
M,83,985,9.70
M,95,468,1.81
M,56,707,3.42
M,39,683,8.20
M,63,750,8.76
M,62,244,7.35
M,1,447,4.67
M,51,672,6.49
M,84,517,4.50
M,10,976,8.49
M,64,162,4.10
M,93,381,8.18
M,42,903,5.86
M,53,660,5.21
M,99,177,6.56
M,10,121,2.92
M,37,266,3.92
M,90,978,8.05
M,61,417,3.84
M,27,25,6.54
M,99,409,6.64
M,70,15,8.70
M,3,553,4.44
M,68,294,9.03
M,77,87,9.93
M,15,235,1.69
M,79,824,7.15
M,60,310,6.98
M,84,699,4.56
M,90,514,3.04
M,62,57,0.27
M,89,909,6.36
M,10,100,3.16
M,50,200,5.52
M,77,947,1.22
M,79,745,0.44
M,13,14,8.02
M,38,886,1.23
M,0,707,1.37
M,11,605,5.71
M,64,307,7.31
M,64,589,0.08
M,49,875,4.42
M,36,560,6.31
M,45,728,7.38
M,41,485,9.48
M,77,143,0.16
M,60,964,8.99
M,72,284,9.67
M,20,721,8.66
M,67,163,9.49
M,48,383,1.19
M,33,55,9.92
M,44,745,7.65
M,65,234,0.69
M,93,180,6.79
M,62,457,7.03
M,95,656,6.29
M,32,329,8.75
M,4,477,7.49
M,66,57,1.62
M,38,144,2.50
M,41,652,4.63
M,15,75,3.95
M,77,117,6.63
M,90,593,1.36
M,62,26,3.54
M,93,705,2.43
